750
     1	    0.1250	1.46582031
     2	    1.2660	1.46826172
     3	    2.3590	1.46923828
     4	    3.4530	1.47558594
     5	    4.5620	1.48291016
     6	    5.6560	1.49096680
     7	    6.7660	1.48486328
     8	    7.8590	1.48876953
     9	    8.9530	1.48754883
    10	   10.0620	1.49072266
    11	   11.1560	1.48315430
    12	   12.2660	1.48681641
    13	   13.3590	1.48266602
    14	   14.4530	1.48754883
    15	   15.5620	1.48876953
    16	   16.6560	1.48583984
    17	   17.7660	1.48413086
    18	   18.8590	1.48071289
    19	   19.9530	1.48852539
    20	   21.0620	1.48315430
    21	   22.1560	1.48535156
    22	   23.2660	1.48730469
    23	   24.3590	1.48730469
    24	   25.4530	1.49511719
    25	   26.5620	1.50122070
    26	   27.6560	1.50073242
    27	   28.7660	1.49755859
    28	   29.8590	1.50390625
    29	   30.9530	1.50634766
    30	   32.0620	1.50976562
    31	   33.1560	1.50830078
    32	   34.2660	1.50830078
    33	   35.3590	1.50561523
    34	   36.4530	1.50610352
    35	   37.5620	1.49511719
    36	   38.6560	1.49462891
    37	   39.7660	1.49609375
    38	   40.8590	1.49926758
    39	   41.9530	1.49804688
    40	   43.0620	1.49438477
    41	   44.1560	1.50048828
    42	   45.2660	1.50024414
    43	   46.3590	1.49633789
    44	   47.4530	1.49658203
    45	   48.5620	1.49682617
    46	   49.6560	1.50195312
    47	   50.7660	1.49853516
    48	   51.8590	1.49389648
    49	   52.9530	1.49511719
    50	   54.0620	1.49511719
    51	   55.1560	1.49389648
    52	   56.2660	1.49926758
    53	   57.3590	1.49121094
    54	   58.4530	1.49829102
    55	   59.5620	1.49731445
    56	   60.6560	1.49731445
    57	   61.7660	1.50048828
    58	   62.8590	1.49975586
    59	   63.9530	1.50512695
    60	   65.0620	1.50927734
    61	   66.1560	1.50903320
    62	   67.2660	1.51049805
    63	   68.3590	1.51196289
    64	   69.4530	1.51782227
    65	   70.5620	1.52148438
    66	   71.6560	1.51977539
    67	   72.7660	1.51855469
    68	   73.8590	1.51757812
    69	   74.9530	1.51733398
    70	   76.0620	1.51733398
    71	   77.1560	1.51416016
    72	   78.2660	1.51806641
    73	   79.3590	1.52465820
    74	   80.4530	1.52294922
    75	   81.5620	1.51757812
    76	   82.6560	1.51879883
    77	   83.7660	1.51318359
    78	   84.8590	1.51391602
    79	   85.9530	1.51220703
    80	   87.0620	1.51293945
    81	   88.1560	1.52612305
    82	   89.2660	1.52612305
    83	   90.3590	1.52075195
    84	   91.4530	1.51269531
    85	   92.5620	1.51513672
    86	   93.6560	1.51513672
    87	   94.7660	1.51855469
    88	   95.8590	1.51171875
    89	   96.9530	1.51025391
    90	   98.0620	1.51123047
    91	   99.1560	1.50927734
    92	  100.2660	1.50952148
    93	  101.3590	1.50512695
    94	  102.4530	1.50537109
    95	  103.5620	1.50512695
    96	  104.6560	1.50634766
    97	  105.7660	1.50610352
    98	  106.8590	1.50024414
    99	  107.9530	1.49609375
   100	  109.0620	1.49487305
   101	  110.1560	1.49902344
   102	  111.2660	1.49780273
   103	  112.3590	1.49853516
   104	  113.4530	1.50292969
   105	  114.5620	1.50146484
   106	  115.6560	1.50292969
   107	  116.7660	1.50366211
   108	  117.8590	1.50415039
   109	  118.9530	1.50854492
   110	  120.0620	1.51074219
800
     1	    0.1100	1.78588867
     2	    1.2040	1.78564453
     3	    2.2970	1.78979492
     4	    3.3910	1.79541016
     5	    4.5000	1.79882812
     6	    5.5940	1.80395508
     7	    6.7040	1.80566406
     8	    7.7970	1.80786133
     9	    8.8910	1.81054688
    10	   10.0000	1.82031250
    11	   11.0940	1.82446289
    12	   12.2040	1.82666016
    13	   13.2970	1.82714844
    14	   14.3910	1.83129883
    15	   15.5000	1.83520508
    16	   16.5940	1.83740234
    17	   17.7040	1.83764648
    18	   18.7970	1.84057617
    19	   19.8910	1.84301758
    20	   21.0000	1.84497070
    21	   22.0940	1.84326172
    22	   23.2040	1.84790039
    23	   24.2970	1.85107422
    24	   25.3910	1.85839844
    25	   26.5000	1.86108398
    26	   27.5940	1.86987305
    27	   28.7040	1.87304688
    28	   29.7970	1.87255859
    29	   30.8910	1.87255859
    30	   32.0000	1.87207031
    31	   33.0940	1.87182617
    32	   34.2040	1.86987305
    33	   35.2970	1.87255859
    34	   36.3910	1.87573242
    35	   37.5000	1.87451172
    36	   38.5940	1.87646484
    37	   39.7040	1.88378906
    38	   40.7970	1.88110352
    39	   41.8910	1.87597656
    40	   43.0000	1.87915039
    41	   44.0940	1.88891602
    42	   45.2040	1.88208008
    43	   46.2970	1.88281250
    44	   47.3910	1.88452148
    45	   48.5000	1.88305664
    46	   49.5940	1.88549805
    47	   50.7040	1.88940430
    48	   51.7970	1.88793945
    49	   52.8910	1.88769531
    50	   54.0000	1.89062500
    51	   55.0940	1.88940430
    52	   56.2040	1.89013672
    53	   57.2970	1.89257812
    54	   58.3910	1.89111328
    55	   59.5000	1.89501953
    56	   60.5940	1.89331055
    57	   61.7040	1.89428711
    58	   62.7970	1.89428711
    59	   63.8910	1.89477539
    60	   65.0000	1.89550781
    61	   66.0940	1.89819336
    62	   67.2040	1.89916992
    63	   68.2970	1.90356445
    64	   69.3910	1.90698242
    65	   70.5000	1.90258789
    66	   71.5940	1.90307617
    67	   72.7040	1.90380859
    68	   73.7970	1.90478516
    69	   74.8910	1.90625000
    70	   76.0000	1.90869141
    71	   77.0940	1.90893555
    72	   78.2040	1.90356445
    73	   79.2970	1.90576172
    74	   80.3910	1.91040039
    75	   81.5000	1.90673828
    76	   82.5940	1.90405273
    77	   83.7040	1.90258789
    78	   84.7970	1.90356445
    79	   85.8910	1.90356445
    80	   87.0000	1.90771484
    81	   88.0940	1.90869141
    82	   89.2040	1.91357422
    83	   90.2970	1.91601562
    84	   91.3910	1.91748047
    85	   92.5000	1.92016602
    86	   93.5940	1.92382812
    87	   94.7040	1.92333984
    88	   95.7970	1.92041016
    89	   96.8910	1.91772461
    90	   98.0000	1.91601562
    91	   99.0940	1.91503906
    92	  100.2040	1.91674805
    93	  101.2970	1.91479492
    94	  102.3910	1.92041016
    95	  103.5000	1.92358398
    96	  104.5940	1.92578125
    97	  105.7040	1.92138672
    98	  106.7970	1.92138672
    99	  107.8910	1.92211914
   100	  109.0000	1.92382812
   101	  110.0940	1.92529297
   102	  111.2040	1.92285156
   103	  112.2970	1.92651367
   104	  113.3910	1.92114258
   105	  114.5000	1.91821289
   106	  115.5940	1.92187500
   107	  116.7040	1.91943359
   108	  117.7970	1.91894531
   109	  118.8910	1.92089844
   110	  120.0000	1.91943359
825
     1	    0.0940	1.99829102
     2	    1.2030	1.99389648
     3	    2.3130	2.00561523
     4	    3.4060	2.00708008
     5	    4.5000	2.00976562
     6	    5.6090	2.01098633
     7	    6.7030	2.01196289
     8	    7.8130	2.01196289
     9	    8.9060	2.00927734
    10	   10.0000	2.00976562
    11	   11.1090	2.01025391
    12	   12.2030	2.01147461
    13	   13.3130	2.01538086
    14	   14.4060	2.01196289
    15	   15.5000	2.01464844
    16	   16.6090	2.01513672
    17	   17.7030	2.01562500
    18	   18.8130	2.01757812
    19	   19.9060	2.02124023
    20	   21.0000	2.02148438
    21	   22.1090	2.02563477
    22	   23.2030	2.02734375
    23	   24.3130	2.02807617
    24	   25.4060	2.02856445
    25	   26.5000	2.03051758
    26	   27.6090	2.03295898
    27	   28.7030	2.03320312
    28	   29.8130	2.03637695
    29	   30.9060	2.03466797
    30	   32.0000	2.03173828
    31	   33.1090	2.03173828
    32	   34.2030	2.03393555
    33	   35.3130	2.03344727
    34	   36.4060	2.03637695
    35	   37.5000	2.03759766
    36	   38.6090	2.03369141
    37	   39.7030	2.03881836
    38	   40.8130	2.02661133
    39	   41.9060	2.03906250
    40	   43.0000	2.04272461
    41	   44.1090	2.04516602
    42	   45.2030	2.03613281
    43	   46.3130	2.04028320
    44	   47.4060	2.04101562
    45	   48.5000	2.03955078
    46	   49.6090	2.03784180
    47	   50.7030	2.03979492
    48	   51.8130	2.04150391
    49	   52.9060	2.04296875
    50	   54.0000	2.04516602
    51	   55.1090	2.04418945
    52	   56.2030	2.04101562
    53	   57.3130	2.04296875
    54	   58.4060	2.04614258
    55	   59.5000	2.04394531
    56	   60.6090	2.03393555
    57	   61.7030	2.03881836
    58	   62.8130	2.03906250
    59	   63.9060	2.03759766
    60	   65.0000	2.03759766
    61	   66.1090	2.03613281
